POSTALCODE,COMM_NAME,LONGITUDE,LATITUDE,POINT_X,POINT_Y,FSA,Postal Codes_DBUID,Local Area,Dissemination Block_DBUID,Dissemination Block_DAUID,Dissemination Area_DAUID,Dissemination Area_CSDUID,Economic Regions_ERUID,ERNAME,Census Subdivision_CSDUID,CSDNAME,Census Subdivision_CCSUID,Census Subdivision_ERUID,Census Division_CDUID,Census Division_CDNAME,Census Consolidated Subdivision_CCSUID,CCSNAME,Census Consolidated Subdivision_CDUID,Census Consolidated Subdivision_CDNAME
A1B4E1,ST. JOHN'S,-52.752234,47.565125,1506650.408,5281603.525,A1B,1001024601,Northeast Avalon,1001024601,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2B9,ST. JOHN'S,-52.752369,47.563476,1506656.253,5281419.673,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C1,ST. JOHN'S,-52.752732,47.562486,1506638.659,5281307.631,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C3,ST. JOHN'S,-52.7548,47.563575,1506472.902,5281414.839,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3L2,ST. JOHN'S,-52.752702,47.564104,1506625.169,5281487.24,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3L5,ST. JOHN'S,-52.753228,47.562787,1506598.452,5281337.641,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3L9,ST. JOHN'S,-52.754195,47.562375,1506529.936,5281285.625,A1B,1001024602,Northeast Avalon,1001024602,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C2,ST. JOHN'S,-52.755355,47.563121,1506435.651,5281360.748,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C4,ST. JOHN'S,-52.754776,47.564073,1506469.808,5281470.212,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2E1,ST. JOHN'S,-52.756529,47.564472,1506334.388,5281502.863,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3L6,ST. JOHN'S,-52.755606,47.563603,1506412.072,5281412.546,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3M1,ST. JOHN'S,-52.756993,47.563065,1506313.178,5281343.803,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4E3,ST. JOHN'S,-52.754258,47.565499,1506494.891,5281631.623,A1B,1001024603,Northeast Avalon,1001024603,10010246,10010246,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B4,ST. JOHN'S,-52.74058,47.563129,1507544.435,5281458.526,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B5,ST. JOHN'S,-52.740276,47.563215,1507566.408,5281470.17,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B6,ST. JOHN'S,-52.740502,47.563153,1507550.056,5281461.7,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B7,ST. JOHN'S,-52.740813,47.563057,1507527.72,5281449.019,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B8,ST. JOHN'S,-52.737451,47.563265,1507778.027,5281494.273,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1B9,ST. JOHN'S,-52.738705,47.563363,1507682.967,5281496.793,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1E5,ST. JOHN'S,-52.735655,47.562859,1507916.776,5281460.94,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G3,ST. JOHN'S,-52.737048,47.562176,1507818.777,5281376.045,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G5,ST. JOHN'S,-52.739812,47.561419,1507618.731,5281274.067,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H1,ST. JOHN'S,-52.736656,47.562277,1507847.284,5281389.937,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H2,ST. JOHN'S,-52.741036,47.562215,1507519.15,5281354.187,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3H8,ST. JOHN'S,-52.741762,47.562413,1507462.729,5281371.488,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4E5,ST. JOHN'S,-52.737819,47.562086,1507761.782,5281361.001,A1B,1001023901,Northeast Avalon,1001023901,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G4,ST. JOHN'S,-52.738731,47.56154,1507698.694,5281294.583,A1B,1001023902,Northeast Avalon,1001023902,10010239,10010239,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1C2,ST. JOHN'S,-52.744852,47.561926,1507235.452,5281297.2,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1C3,ST. JOHN'S,-52.74381,47.562173,1507311.351,5281331.322,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G7,ST. JOHN'S,-52.741526,47.560887,1507495.242,5281203.821,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G8,ST. JOHN'S,-52.742427,47.560609,1507430.236,5281167.073,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3H6,ST. JOHN'S,-52.741129,47.561557,1507518.477,5281280.605,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3H7,ST. JOHN'S,-52.74156,47.561734,1507484.401,5281297.514,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K1,ST. JOHN'S,-52.742522,47.561014,1507419.188,5281211.249,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K2,ST. JOHN'S,-52.742285,47.561093,1507436.276,5281221.682,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K3,ST. JOHN'S,-52.743834,47.560447,1507326.209,5281139.764,A1B,1001024001,Northeast Avalon,1001024001,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1E9,ST. JOHN'S,-52.741863,47.559897,1507479.549,5281091.829,A1B,1001024002,Northeast Avalon,1001024002,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G6,ST. JOHN'S,-52.742365,47.560431,1507436.615,5281147.742,A1B,1001024002,Northeast Avalon,1001024002,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3H5,ST. JOHN'S,-52.74067,47.5606,1507562.276,5281177.616,A1B,1001024002,Northeast Avalon,1001024002,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K4,ST. JOHN'S,-52.743335,47.559801,1507370.001,5281071.411,A1B,1001024002,Northeast Avalon,1001024002,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G2,ST. JOHN'S,-52.744262,47.559128,1507306.87,5280990.693,A1B,1001024003,Northeast Avalon,1001024003,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H3,ST. JOHN'S,-52.743571,47.559719,1507353.082,5281060.769,A1B,1001024003,Northeast Avalon,1001024003,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W2,ST. JOHN'S,-52.744855,47.557941,1507273.865,5280855.177,A1B,1001024003,Northeast Avalon,1001024003,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W9,ST. JOHN'S,-52.744194,47.556708,1507335.434,5280722.788,A1B,1001024003,Northeast Avalon,1001024003,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1G1,ST. JOHN'S,-52.744261,47.558923,1507309.008,5280967.974,A1B,1001024004,Northeast Avalon,1001024004,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W1,ST. JOHN'S,-52.742491,47.558253,1507448.352,5280905.406,A1B,1001024004,Northeast Avalon,1001024004,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W3,ST. JOHN'S,-52.744629,47.558039,1507289.954,5280867.534,A1B,1001024004,Northeast Avalon,1001024004,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1C4,ST. JOHN'S,-52.745406,47.561458,1507198.492,5281241.564,A1B,1001024006,Northeast Avalon,1001024006,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3Y8,ST. JOHN'S,-52.745052,47.560391,1507235.33,5281125.562,A1B,1001024006,Northeast Avalon,1001024006,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4B4,ST. JOHN'S,-52.744714,47.561059,1507254.224,5281201.854,A1B,1001024006,Northeast Avalon,1001024006,10010240,10010240,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1E8,ST. JOHN'S,-52.74165,47.559766,1507496.741,5281078.583,A1B,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3V9,ST. JOHN'S,-52.743755,47.556401,1507371.438,5280691.633,A1B,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W4,ST. JOHN'S,-52.742446,47.55879,1507446.533,5280965.137,A1B,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4A7,ST. JOHN'S,-52.744123,47.557226,1507335.732,5280780.806,A1B,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4A8,ST. JOHN'S,-52.742958,47.557825,1507417.458,5280854.769,A1B,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E1W4,ST. JOHN'S,-52.739578,47.557201,1507677.213,5280807.875,A1E,1001024101,Northeast Avalon,1001024101,10010241,10010241,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H4,ST. JOHN'S,-52.748289,47.55769,1507018.598,5280804.935,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H5,ST. JOHN'S,-52.748005,47.558059,1507036.265,5280847.709,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H7,ST. JOHN'S,-52.748764,47.558345,1506976.532,5280874.335,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H9,ST. JOHN'S,-52.749597,47.559075,1506906.925,5280949.933,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1W1,ST. JOHN'S,-52.750106,47.5598,1506861.782,5281026.886,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W5,ST. JOHN'S,-52.746485,47.556249,1507167.9,5280656.97,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3Y9,ST. JOHN'S,-52.747852,47.557243,1507055.666,5280758.117,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B5A2,ST. JOHN'S,-52.750373,47.556894,1506869.876,5280703.003,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B5A5,ST. JOHN'S,-52.750444,47.556508,1506868.285,5280659.734,A1B,1001024201,Northeast Avalon,1001024201,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W6,ST. JOHN'S,-52.746699,47.556356,1507150.874,5280667.438,A1B,1001024202,Northeast Avalon,1001024202,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W7,ST. JOHN'S,-52.747753,47.55706,1507064.945,5280738.48,A1B,1001024202,Northeast Avalon,1001024202,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H6,ST. JOHN'S,-52.749695,47.557324,1506916.614,5280755.02,A1B,1001024203,Northeast Avalon,1001024203,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1H8,ST. JOHN'S,-52.748913,47.558494,1506963.98,5280889.887,A1B,1001024203,Northeast Avalon,1001024203,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1J1,ST. JOHN'S,-52.749375,47.558959,1506924.722,5280938.415,A1B,1001024203,Northeast Avalon,1001024203,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K5,ST. JOHN'S,-52.747855,47.559291,1507035.663,5280985.315,A1B,1001024203,Northeast Avalon,1001024203,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K7,ST. JOHN'S,-52.750478,47.557763,1506853.503,5280798.671,A1B,1001024203,Northeast Avalon,1001024203,10010242,10010242,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C8,ST. JOHN'S,-52.75612,47.561543,1506393.495,5281180.865,A1B,1001024302,Northeast Avalon,1001024302,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4S6,ST. JOHN'S,-52.760638,47.559576,1506073.333,5280933.156,A1B,1001024302,Northeast Avalon,1001024302,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B2C9,ST. JOHN'S,-52.765051,47.558861,1505749.011,5280824.881,A1B,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3R1,ST. JOHN'S,-52.762833,47.556469,1505938.611,5280574.257,A1B,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3T3,ST. JOHN'S,-52.766277,47.555475,1505689.767,5280441.508,A1B,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3W8,ST. JOHN'S,-52.760947,47.559604,1506049.944,5280934.244,A1B,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3X3,ST. JOHN'S,-52.767125,47.556041,1505620.653,5280498.615,A1B,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1H0E7,ST. JOHN'S,-52.766277,47.555475,1505689.767,5280441.508,A1H,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1N2B9,ST. JOHN'S,-52.766277,47.555475,1505689.767,5280441.508,A1N,1001024303,Northeast Avalon,1001024303,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4H8,ST. JOHN'S,-52.771974,47.561956,1505199.557,5281122.827,A1B,1001024307,Northeast Avalon,1001024307,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4M4,ST. JOHN'S,-52.77389,47.560671,1505068.14,5280967.926,A1B,1001024307,Northeast Avalon,1001024307,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4M6,ST. JOHN'S,-52.773798,47.562218,1505060.049,5281139.956,A1B,1001024307,Northeast Avalon,1001024307,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4M8,ST. JOHN'S,-52.772351,47.560392,1505186.274,5280947.037,A1B,1001024307,Northeast Avalon,1001024307,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4M9,ST. JOHN'S,-52.772976,47.560405,1505139.246,5280944.283,A1B,1001024307,Northeast Avalon,1001024307,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1J2,ST. JOHN'S,-52.751412,47.558371,1506777.582,5280859.975,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1J3,ST. JOHN'S,-52.751289,47.558211,1506788.289,5280843.032,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1W2,ST. JOHN'S,-52.752108,47.559221,1506717.043,5280949.551,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B1W3,ST. JOHN'S,-52.752065,47.559232,1506720.24,5280951.059,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3K6,ST. JOHN'S,-52.750677,47.557625,1506839.987,5280781.959,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3P8,ST. JOHN'S,-52.755616,47.558247,1506463.222,5280818.676,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3R2,ST. JOHN'S,-52.776187,47.551546,1504983.698,5279940.938,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B3V7,ST. JOHN'S,-52.75759,47.558,1506317.449,5280778.246,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4J2,ST. JOHN'S,-52.751845,47.556437,1506763.817,5280642.567,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B4J3,ST. JOHN'S,-52.751387,47.556767,1506794.926,5280682.155,A1B,1001024309,Northeast Avalon,1001024309,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0A2,ST. JOHN'S,-52.780296,47.551231,1504678.338,5279879.188,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0C7,ST. JOHN'S,-52.781379,47.557814,1504533.576,5280602.106,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0G3,ST. JOHN'S,-52.787506,47.548955,1504158.973,5279579.88,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0G4,ST. JOHN'S,-52.78734,47.549103,1504169.945,5279597.257,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0G5,ST. JOHN'S,-52.788894,47.551105,1504033.992,5279809.239,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0G6,ST. JOHN'S,-52.788894,47.551105,1504033.992,5279809.239,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1B0H6,ST. JOHN'S,-52.788252,47.558667,1504009.368,5280651.972,A1B,1001024310,Northeast Avalon,1001024310,10010243,10010243,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
