"POSTALCODE","COMM_NAME","MUNICIPAL","RHA","FSA","CCSUID","CCSNAME","CDUID","CDNAME","CSDUID","CSDNAME","DAUID","ERUID","ERNAME","LOCAL_AREA","Remote_Cla","RemoteIdx","RemoteFuzz","Local_Ar_1","RHA_Pop_13","CD_Pop_11","CSD_Pop_11","ER_Pop_11","FSA_Pop_11","DA_Pop_11"
"A0E2W0","SWIFT CURRENT","DIVISION NO.  2, SUBD. K","Eastern","A0E",1002048,"Division No.  2, Subd. K",1002,"Division No.  2",1002048,"Division No.  2, Subd. K",10020079,1020,"South Coast--Burin Peninsula / Côte-sud--Burin Peninsula","Placentia Bay North West","Somewhat Accessible",0.273000001907,0.829999983311,645,306515,21350,595,37660,23385,595
"A0E2N0","NORTH HARBOUR PB","DIVISION NO.  2, SUBD. K","Eastern","A0E",1002048,"Division No.  2, Subd. K",1002,"Division No.  2",1002048,"Division No.  2, Subd. K",10020079,1020,"South Coast--Burin Peninsula / Côte-sud--Burin Peninsula","Placentia Bay North West","Somewhat Accessible",0.270000010729,0.819999992847,645,306515,21350,595,37660,23385,595
"A0E3B0","SOUTH EAST BIGHT","DIVISION NO.  2, SUBD. L","Eastern","A0E",1002044,"Division No.  2, Subd. L",1002,"Division No.  2",1002044,"Division No.  2, Subd. L",10020080,1020,"South Coast--Burin Peninsula / Côte-sud--Burin Peninsula","Placentia Bay North West","Remote",0.280000001192,0.850000023842,645,306515,21350,,37660,23385,0
"A1N4P4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010636,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,970
"A1N0H5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010637,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,685
"A1N0A1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010637,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,685
"A1N2T7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010658,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,455
"A1N2T8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010658,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,455
"A1N2L5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010658,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,455
"A1N3B1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010657,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N3A9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N5A6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010659,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,305
"A1N5A8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010659,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,305
"A1N3B9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N3C1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010664,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,245
"A1N3C3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N3C5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N3B4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N3A6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010656,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,790
"A1N4N4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010661,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1265
"A1N2P3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010654,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,550
"A1N2K2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010657,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2K1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010654,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,550
"A1N2N9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010655,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,335
"A1N2P1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010655,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,335
"A1N2R9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010638,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,490
"A1N2V8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010638,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,490
"A1N2M9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010642,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,545
"A1N2N1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010642,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,545
"A1N2N2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010642,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,545
"A1N2R5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010638,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,490
"A1N2R6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010642,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,545
"A1N3N7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010639,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,400
"A1N3L6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2Z5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2Z3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2Z1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010640,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N2X4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2Y3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2Z2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010640,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N2Z4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2L7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010633,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,780
"A1N2L8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010633,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,780
"A1N2G1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2G3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2P6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2E6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2E3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010631,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,225
"A1N2G6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N2A6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010627,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,485
"A1N2A7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010630,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,390
"A1N2C6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010624,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,465
"A1N1N3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010624,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,465
"A1N1N6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010624,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,465
"A1N1M9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010624,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,465
"A1N1B6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N1B9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010627,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,485
"A1N1C2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010629,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,1165
"A1N1G8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N1E7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N1G9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N1H1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N1C1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010627,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,485
"A1N2A8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010627,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,485
"A1N2A9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010627,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,485
"A1N3K5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N0H6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N0A6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N0E1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N0E9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N3K6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N0H7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010626,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,435
"A1N1T5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1T3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1T4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1T7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1T6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1R5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010648,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,365
"A1N1A6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010648,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,365
"A1N1A7","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010648,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,365
"A1N1A8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010643,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,650
"A1N5E1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010646,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,720
"A1N5J9","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010643,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,650
"A1N5H3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010646,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,720
"A1N1V5","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N1V6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N1B3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010650,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,415
"A1N1B4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2Y2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2C4","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2C1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2C2","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2X1","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N2W6","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N0H3","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
"A1N3C8","MOUNT PEARL","MOUNT PEARL","Eastern","A1N",1001519,"St. John's",1001,"Division No.  1",1001542,"Mount Pearl",10010628,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0170000009239,0.0500000007451,181145,306515,262410,24285,262410,24295,395
